ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,20945621,2769474,1272229,887189,124916261
Valysar,CentralSouth,65900820,12944565,9997907,6972041,981663450
Valysar,CentralNorth,34045117,5518291,4026661,2807992,395365296
Valysar,NorthHorst,3089621,365784,154209,94723,18556175
Valysar,CentralRamp,13819655,2541562,1973525,1376238,193774312
Valysar,CentralHorst,82452432,14659254,11401212,7950636,1119449614
Valysar,EastLowland,5539,638,0,0,0
Therys,WestLowland,7051958,1356684,747084,520979,73353861
Therys,CentralSouth,12994177,3169696,2106017,1468631,206783232
Therys,CentralNorth,16385185,3338001,1996226,1392068,196003242
Therys,NorthHorst,4798293,673522,264773,162637,31860593
Therys,CentralRamp,6864327,1640821,1269340,885174,124632509
Therys,CentralHorst,26757959,6812299,5245495,3657947,515038909
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,896525,173003,128090,89324,12576755
Volon,CentralSouth,28191169,5054933,3709291,2586674,364203715
Volon,CentralNorth,5088686,736394,454360,316848,44612208
Volon,NorthHorst,3735693,767256,613190,376652,73786183
Volon,CentralRamp,12475271,2254429,1687606,1176852,165700823
Volon,CentralHorst,73997492,12176208,8489732,5920315,833580419
Volon,EastLowland,0,0,0,0,0
