ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4908777,646145,357541,249331,35105850,0,0,0,0,0
Valysar,CentralSouth,67833576,11931292,8446484,5890156,829334009,0,0,0,0,0
Valysar,CentralNorth,36382608,6664401,4840020,3375189,475226560,0,0,0,0,0
Valysar,NorthHorst,4782407,688761,376194,231077,45268003,24619636,3500863,2363106,549559592,84083
Valysar,CentralRamp,13747335,2107476,1402529,978053,137709925,0,0,0,0,0
Valysar,CentralHorst,86367811,14821392,11421745,7964955,1121465681,0,0,0,0,0
Valysar,EastLowland,288978,73184,32485,22653,3189595,0,0,0,0,0
Therys,WestLowland,2193689,407994,196130,136771,19257370,0,0,0,0,0
Therys,CentralSouth,12475726,2776799,1672176,1166092,164185751,0,0,0,0,0
Therys,CentralNorth,20653864,3703387,2158990,1505572,211984493,0,0,0,0,0
Therys,NorthHorst,8150674,1182109,500415,307380,60215753,17247277,2864478,1849332,430077185,65802
Therys,CentralRamp,6771661,1463693,1143361,797323,112263018,0,0,0,0,0
Therys,CentralHorst,29249147,7361644,5680064,3960993,557707854,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,252999,41026,14734,10275,1446722,0,0,0,0,0
Volon,CentralSouth,35001289,6319792,4381861,3055691,430241369,0,0,0,0,0
Volon,CentralNorth,6828593,1014544,588469,410369,57779927,0,0,0,0,0
Volon,NorthHorst,5577924,998758,759784,466698,91426061,2929122,487795,396461,92200313,14107
Volon,CentralRamp,12644289,2435861,1805650,1259170,177291142,0,0,0,0,0
Volon,CentralHorst,80624036,14128528,10337132,7208600,1014970921,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
