ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,83794901,14154651,8653275,6034362,849638166,0,0,0,0,0
Valysar,CentralSouth,50343077,9651944,7213483,5030323,708269515,0,0,0,0,0
Valysar,CentralNorth,29403064,5084506,3693417,2575605,362645186,0,0,0,0,0
Valysar,NorthHorst,3802534,376535,173583,106624,20887573,24785918,3070727,1967795,457626806,70017
Valysar,CentralRamp,13656291,2113782,1472345,1026740,144564966,0,0,0,0,0
Valysar,CentralHorst,81447696,14167513,10855140,7569833,1065832470,0,0,0,0,0
Valysar,EastLowland,58908,7516,53,37,5156,0,0,0,0,0
Therys,WestLowland,53323793,12954368,9023637,6292634,886002907,0,0,0,0,0
Therys,CentralSouth,4737687,1020298,613993,428168,60286082,0,0,0,0,0
Therys,CentralNorth,14269661,2835019,1556720,1085579,152849474,0,0,0,0,0
Therys,NorthHorst,7855542,1113218,403184,247656,48515756,16471284,2694064,1696474,394528812,60363
Therys,CentralRamp,6631728,1474158,1129546,787689,110906649,0,0,0,0,0
Therys,CentralHorst,24755706,6049579,4667234,3254696,458261200,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,6519035,1049224,636862,444116,62531490,0,0,0,0,0
Volon,CentralSouth,24194107,4325850,2743277,1913024,269353812,0,0,0,0,0
Volon,CentralNorth,2276645,269368,86094,60038,8453348,0,0,0,0,0
Volon,NorthHorst,5061717,949692,723865,444635,87103903,2948821,580706,529981,123251505,18857
Volon,CentralRamp,12784875,2271853,1727053,1204360,169573924,0,0,0,0,0
Volon,CentralHorst,75627376,13274892,10209812,7119813,1002469755,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
