ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,5197004,858154,522497,364364,51302402,0,0,0,0,0
Valysar,CentralSouth,67560797,12491395,9537977,6651309,936504369,0,0,0,0,0
Valysar,CentralNorth,38099034,6309707,4568096,3185562,448527119,0,0,0,0,0
Valysar,NorthHorst,4381953,687603,393720,241843,47376957,24612676,3345489,2235445,519871035,79540
Valysar,CentralRamp,13473695,2038335,1444548,1007356,141835713,0,0,0,0,0
Valysar,CentralHorst,86014903,13345128,10205114,7116537,1002008485,0,0,0,0,0
Valysar,EastLowland,2662441,366757,225606,157326,22151508,0,0,0,0,0
Therys,WestLowland,2405207,402519,192979,134574,18948034,0,0,0,0,0
Therys,CentralSouth,14669939,3610666,2292684,1598804,225111543,0,0,0,0,0
Therys,CentralNorth,20413964,3666432,2122260,1479958,208378149,0,0,0,0,0
Therys,NorthHorst,6574507,894226,382309,234833,46003864,17456919,2834400,1854641,431311755,65991
Therys,CentralRamp,6629819,1579991,1229415,857333,120712482,0,0,0,0,0
Therys,CentralHorst,31092888,7718506,6058338,4224783,594849399,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,280608,48123,28910,20160,2838555,0,0,0,0,0
Volon,CentralSouth,31803567,5906683,4481154,3124933,439990607,0,0,0,0,0
Volon,CentralNorth,5369677,710529,363880,253752,35728228,0,0,0,0,0
Volon,NorthHorst,4822883,845206,617150,379085,74262709,3189035,568684,468535,108961654,16671
Volon,CentralRamp,12488952,2173157,1718763,1198579,168759984,0,0,0,0,0
Volon,CentralHorst,83881070,14552651,11429181,7970140,1122195772,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
