ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4614352,643725,320250,223326,31444332,0,0,0,0,0
Valysar,CentralSouth,66517165,11729963,8491932,5921849,833796426,0,0,0,0,0
Valysar,CentralNorth,38022689,6114659,4429325,3088790,434901630,0,0,0,0,0
Valysar,NorthHorst,4675259,759956,403989,248151,48612701,23599530,3096132,2035188,473299570,72415
Valysar,CentralRamp,13441232,2038940,1396609,973926,137128740,0,0,0,0,0
Valysar,CentralHorst,86479289,13571040,10328345,7202473,1014108158,0,0,0,0,0
Valysar,EastLowland,1927170,342820,175328,122265,17214863,0,0,0,0,0
Therys,WestLowland,1602583,334954,146877,102424,14421361,0,0,0,0,0
Therys,CentralSouth,13299701,3391426,2044666,1425848,200759363,0,0,0,0,0
Therys,CentralNorth,21881480,4103548,2342332,1633425,229986313,0,0,0,0,0
Therys,NorthHorst,7209979,969836,382637,235035,46043303,16269155,2791791,1811455,421268503,64454
Therys,CentralRamp,6673284,1702664,1304742,909862,128108585,0,0,0,0,0
Therys,CentralHorst,32005112,8104670,6250372,4358697,613704589,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,61069,10481,2082,1452,204377,0,0,0,0,0
Volon,CentralSouth,34277643,6356163,4381054,3055128,430162073,0,0,0,0,0
Volon,CentralNorth,7287256,990151,481741,335942,47300615,0,0,0,0,0
Volon,NorthHorst,4818724,835534,588665,361588,70835027,2833269,478717,386412,89863286,13749
Volon,CentralRamp,12301670,2338935,1824515,1272325,179143430,0,0,0,0,0
Volon,CentralHorst,84834985,15337646,11913410,8307818,1169740751,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
