ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,26631409,4146124,1975813,1377833,193998960,0,0,0,0,0
Valysar,CentralSouth,57318013,11627239,9278166,6470130,910994258,0,0,0,0,0
Valysar,CentralNorth,36247498,5702582,3708430,2586074,364119188,0,0,0,0,0
Valysar,NorthHorst,4799215,624772,344696,211730,41477871,23104673,2351959,1149635,267357011,40906
Valysar,CentralRamp,13986123,2477453,1836180,1280460,180288776,0,0,0,0,0
Valysar,CentralHorst,86747910,15946201,12826965,8944885,1259439876,0,0,0,0,0
Valysar,EastLowland,2602205,358628,161384,112541,15845775,0,0,0,0,0
Therys,WestLowland,10105835,2747242,1827486,1274398,179435217,0,0,0,0,0
Therys,CentralSouth,14150262,3336917,2144142,1495218,210526636,0,0,0,0,0
Therys,CentralNorth,19864309,3805261,2159115,1505659,211996783,0,0,0,0,0
Therys,NorthHorst,6628731,933184,367974,226028,44278958,15989495,2568022,1624315,377747637,57795
Therys,CentralRamp,6901257,1572766,1167713,814305,114654112,0,0,0,0,0
Therys,CentralHorst,31889816,8230144,6244338,4354490,613112142,0,0,0,0,0
Therys,EastLowland,672,0,0,0,0,0,0,0,0,0
Volon,WestLowland,98591,14019,5490,3828,539050,0,0,0,0,0
Volon,CentralSouth,37079586,7168964,5271326,3675960,517575159,0,0,0,0,0
Volon,CentralNorth,5953940,868321,486401,339192,47758211,0,0,0,0,0
Volon,NorthHorst,4120544,743785,557395,342380,67072258,3424055,583370,480912,111840043,17112
Volon,CentralRamp,11055444,2017231,1510677,1053471,148328693,0,0,0,0,0
Volon,CentralHorst,78831373,13814088,10514194,7332074,1032356081,0,0,0,0,0
Volon,EastLowland,111439,20861,4343,3029,426460,0,0,0,0,0
