ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4719992,776052,444792,310176,43672769,0,0,0,0,0
Valysar,CentralSouth,68304471,12104140,9011779,6284365,884838555,0,0,0,0,0
Valysar,CentralNorth,39701673,7081109,5137255,3582465,504411073,0,0,0,0,0
Valysar,NorthHorst,4143628,593165,270463,166132,32545266,24442743,3359176,2248346,522871106,79999
Valysar,CentralRamp,14086384,2077633,1472972,1027177,144626510,0,0,0,0,0
Valysar,CentralHorst,86042006,12902520,9651029,6730146,947604570,0,0,0,0,0
Valysar,EastLowland,161956,34333,10433,7275,1024367,0,0,0,0,0
Therys,WestLowland,1967478,359626,148571,103606,14587762,0,0,0,0,0
Therys,CentralSouth,13671496,3428833,2170501,1513599,213114752,0,0,0,0,0
Therys,CentralNorth,20640782,3852997,2279525,1589627,223819468,0,0,0,0,0
Therys,NorthHorst,5388116,672124,220916,135698,26583228,17205002,2751215,1696732,394588831,60372
Therys,CentralRamp,6727196,1642603,1286785,897340,126345435,0,0,0,0,0
Therys,CentralHorst,29268475,7072022,5495328,3832167,539569170,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,205809,33174,10787,7522,1059121,0,0,0,0,0
Volon,CentralSouth,31225665,5977705,4292623,2993461,421479349,0,0,0,0,0
Volon,CentralNorth,6927456,985959,509388,355222,50015206,0,0,0,0,0
Volon,NorthHorst,4453825,763767,486848,299047,58583275,3174594,580014,473553,110128541,16850
Volon,CentralRamp,13183411,2344419,1764991,1230817,173299005,0,0,0,0,0
Volon,CentralHorst,82875823,14416826,11112437,7749259,1091095713,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
