ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,9160391,1305898,788540,549889,77424342,0,0,0,0,0
Valysar,CentralSouth,65629353,12040347,8961875,6249565,879938716,0,0,0,0,0
Valysar,CentralNorth,39717464,7239328,5237810,3652587,514284298,0,0,0,0,0
Valysar,NorthHorst,3245329,313805,92668,56921,11150918,24355270,2644496,1472597,342464520,52397
Valysar,CentralRamp,13529410,2394116,1910785,1332486,187614013,0,0,0,0,0
Valysar,CentralHorst,85419039,13525569,10005341,6977226,982393389,0,0,0,0,0
Valysar,EastLowland,3696257,637949,336948,234971,33083860,0,0,0,0,0
Therys,WestLowland,5190019,895726,456350,318235,44807551,0,0,0,0,0
Therys,CentralSouth,12020510,2738633,1865845,1301147,183201539,0,0,0,0,0
Therys,CentralNorth,21665973,3668395,2159095,1505645,211994843,0,0,0,0,0
Therys,NorthHorst,3611943,577572,219674,134935,26433768,18508887,3006114,1894805,440652220,67420
Therys,CentralRamp,6453329,1388175,1056164,736516,103701485,0,0,0,0,0
Therys,CentralHorst,29527717,7235225,5645082,3936598,554273039,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,1298663,259666,200036,139495,19640949,0,0,0,0,0
Volon,CentralSouth,38806164,7379734,5715209,3985501,561158608,0,0,0,0,0
Volon,CentralNorth,7994566,1191556,714880,498522,70191846,0,0,0,0,0
Volon,NorthHorst,1945994,382758,285519,175380,34357030,6095244,1280307,1134079,263739295,40352
Volon,CentralRamp,13360665,2323740,1716026,1196671,168491239,0,0,0,0,0
Volon,CentralHorst,80227277,13244679,9667179,6741408,949190282,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
