DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
2000-01-01,10053199872.0,0.0,0.0,0.0,0.0,54636956.0,0.0,0.0,0.0,0.0,0.0,0.0,327988864.0,0.0,0.0,0.0
2000-02-01,10053189632.0,0.0,0.0,0.0,0.0,54636896.0,0.0,0.0,0.0,0.0,0.0,0.0,327988960.0,0.0,0.0,0.08487337082624435
2000-03-01,9991610368.0,2123453.25,2123621.5,61580120.0,61585024.0,54302220.0,11540.5068359375,11540.0,334674.5625,334674.5625,334660.0,0.0,328128960.0,0.8069264888763428,0.0,0.1642710417509079
2000-04-01,9932558336.0,1904869.75,1887736.75,120631464.0,120104864.0,53981292.0,10352.552734375,10257.2578125,655605.8125,655605.8125,652635.0,0.0,328283936.0,1.3429380655288696,4548.0009765625,0.24914442002773285
2000-05-01,9879177216.0,1779325.125,1695579.625,174012752.0,170972256.0,53691176.0,9670.2451171875,9213.5673828125,945721.5,945721.5,929042.0,0.0,328433952.0,1.989856481552124,25817.001953125,0.3312799334526062
2000-06-01,9825420288.0,1734037.0,1638625.75,227769824.0,221769648.0,53399012.0,9424.1142578125,8903.451171875,1237879.5,1237879.5,1205049.0,0.0,328588928.0,3.750335454940796,50901.0,0.41615331172943115
2000-07-01,9777182720.0,1607879.875,1509394.625,276006816.0,267051488.0,53136856.0,8738.4775390625,8201.7001953125,1500037.0,1500037.0,1451100.0,0.0,328883936.0,8.804080963134766,75951.0,0.4982888400554657
2000-08-01,9730395136.0,1509218.125,1398302.75,322794208.0,310398880.0,52882576.0,8202.2724609375,7597.41943359375,1754316.375,1754316.375,1686620.0,0.0,329193920.0,26.00438690185547,105138.0,0.5831621885299683
2000-09-01,9685568512.0,1445888.875,1325874.25,367621056.0,351500960.0,52638952.0,7858.091796875,7203.8388671875,1997940.5,1997940.5,1909939.0,0.0,329503840.0,81.91458129882812,136780.015625,0.6680355668067932
2000-10-01,9643635712.0,1397392.5,1270949.375,409553920.0,389629472.0,52411056.0,7594.5244140625,6905.7666015625,2225836.5,2225836.5,2117112.0,0.0,329803680.0,248.2791748046875,169202.0,0.7501711249351501
2000-11-01,9601525760.0,1357416.625,1227013.0,451663936.0,427666848.0,52182196.0,7377.2646484375,6666.935546875,2454695.25,2454695.25,2323787.0,0.0,330113184.0,753.5701904296875,204244.0,0.8350445032119751
2000-12-01,9561753600.0,1324093.0,1191768.75,491436192.0,463419936.0,51966044.0,7196.1572265625,6475.7666015625,2670848.75,2670848.75,2518060.0,0.0,330412000.0,1948.0228271484375,239515.0,0.9171800017356873
2001-01-01,9521514496.0,1296111.25,1163525.625,531675456.0,499489216.0,51747352.0,7044.0830078125,6321.87109375,2889540.5,2889540.5,2714038.0,0.0,330719680.0,4248.06982421875,277189.0,1.0020533800125122
2001-02-01,9459447808.0,1999612.0,1873729.0,593741632.0,557574848.0,51410032.0,10867.45703125,10180.322265625,3226856.75,3226856.75,3029628.0,0.0,331026304.0,7637.484375,314403.0,1.086926817893982
2001-03-01,9417111552.0,1509820.75,1401034.0,636077696.0,596803776.0,51179948.0,8205.546875,7610.60693359375,3456944.0,3456944.0,3242725.0,0.0,331302496.0,11448.4150390625,344655.0,1.1635866165161133
2001-04-01,9370127360.0,1499029.25,1301814.625,683062528.0,637160000.0,50924592.0,8146.89794921875,7072.09716796875,3712296.5,3712296.5,3461960.0,0.0,331748576.0,25351.40234375,414866.03125,1.2484599351882935
2001-05-01,9324196864.0,1503764.625,1283700.25,728993088.0,675671040.0,50674972.0,8172.63427734375,6973.00048828125,3961919.0,3961919.0,3671150.0,0.0,332167840.0,56063.9453125,508601.0,1.3305954933166504
2001-06-01,9278021632.0,1460042.375,1268368.5,775168000.0,714990464.0,50424020.0,7935.0126953125,6890.2255859375,4212869.5,4212869.5,3884747.0,0.0,332580544.0,108381.8046875,619142.0,1.4154688119888306
2001-07-01,9235056640.0,1412340.375,1244567.125,818132864.0,752327488.0,50190516.0,7675.7626953125,6761.6005859375,4446374.5,4446374.5,4087595.0,0.0,332963168.0,175759.4375,734308.0,1.4976043701171875
2001-08-01,9192217600.0,1366991.25,1216663.5,860971840.0,790044032.0,49957696.0,7429.2998046875,6611.193359375,4679194.5,4679194.5,4292542.0,0.0,333346976.0,256946.109375,858961.0,1.5824778079986572
2001-09-01,9150275584.0,1341775.125,1204614.875,902914112.0,827387072.0,49729748.0,7292.255859375,6543.677734375,4907142.0,4907142.0,4495396.0,0.0,333721568.0,347336.59375,988430.0,1.6673511266708374
2001-10-01,9110457344.0,1319286.625,1190271.0,942732352.0,863095232.0,49513344.0,7170.0361328125,6465.900390625,5123545.0,5123545.0,4689373.0,0.0,334077216.0,441716.71875,1117730.0,1.7494866847991943
2001-11-01,9070101504.0,1295535.625,1170988.625,983088192.0,899395904.0,49294020.0,7040.9541015625,6361.3232421875,5342870.5,5342870.5,4886574.0,0.0,334438912.0,544991.0625,1255454.0,1.8343600034713745
2001-12-01,9031477248.0,1282519.5,1160353.625,1021712448.0,934206464.0,49084104.0,6970.21484375,6303.49951171875,5552785.0,5552785.0,5075679.0,0.0,334784288.0,649627.1875,1392488.0,1.9164955615997314
2002-01-01,8991795200.0,1275531.5,1155516.25,1061393984.0,970027520.0,48868444.0,6932.236328125,6277.677734375,5768445.5,5768445.5,5270287.0,0.0,335137056.0,761853.75,1537496.0,2.001368999481201
2002-02-01,8952340480.0,1268447.125,1151288.125,1100848256.0,1005717440.0,48654016.0,6893.73388671875,6253.58056640625,5982871.0,5982871.0,5464148.0,0.0,335486112.0,877797.375,1685432.125,2.086242198944092
2002-03-01,8916943872.0,1260448.0,1146238.0,1136244736.0,1037812096.0,48461644.0,6850.2607421875,6226.14306640625,6175243.5,6175243.5,5638480.0,0.0,335798336.0,985599.125,1821296.125,2.1629021167755127
2002-04-01,8878017536.0,1251485.875,1141515.25,1175171200.0,1073199040.0,48250088.0,6801.5537109375,6201.193359375,6386800.5,6386800.5,5830717.0,0.0,336140608.0,1108306.75,1974069.125,2.2477755546569824
2002-05-01,8840750080.0,1238323.625,1132282.75,1212438144.0,1107167488.0,48047548.0,6730.01953125,6150.76611328125,6589337.5,6589337.5,6015240.0,0.0,336468544.0,1230361.25,2124148.0,2.32991099357605
2002-06-01,8802563072.0,1228087.125,1124983.75,1250625792.0,1142041984.0,47840008.0,6674.38671875,6111.38720703125,6796879.5,6796879.5,6204693.0,0.0,336804064.0,1359848.625,2281780.0,2.4147844314575195
2002-07-01,8765789184.0,1222194.375,1110101.25,1287399296.0,1175345024.0,47640152.0,6642.3603515625,6030.50048828125,6996735.5,6996735.5,6385608.0,0.0,337125792.0,1488117.625,2439522.0,2.496919870376587
2002-08-01,8728046592.0,1213745.875,1084009.5,1325141760.0,1208949376.0,47435028.0,6596.4453125,5889.28955078125,7201857.0,7201857.0,6568176.0,0.0,337455392.0,1623513.125,2610034.0,2.5817933082580566
2002-09-01,8690757632.0,1199220.125,1054247.5,1362430848.0,1241631104.0,47232368.0,6517.50048828125,5727.16064453125,7404515.5,7404515.5,6745718.0,0.0,337782240.0,1761676.875,2787297.0,2.6666667461395264
2002-10-01,8655301632.0,1178653.125,1020194.9375,1397886592.0,1272236928.0,47039676.0,6405.72314453125,5542.36669921875,7597210.0,7597210.0,6911989.0,0.0,338095904.0,1898016.125,2964779.0,2.7488021850585938
2002-11-01,8619473920.0,1152913.25,985624.5625,1433714304.0,1302791296.0,46844960.0,6265.8330078125,5354.00048828125,7791925.5,7791925.5,7077963.0,0.0,338417312.0,2041617.75,3153119.0,2.8336756229400635
2002-12-01,8585119744.0,1142732.125,967026.125,1468068864.0,1331801984.0,46658248.0,6210.50048828125,5253.33349609375,7978635.5,7978635.5,7235563.0,0.0,338725824.0,2183105.75,3339928.0,2.915811061859131
2003-01-01,8550635520.0,1110099.75,929821.5,1502552832.0,1360626560.0,46470836.0,6033.150390625,5050.837890625,8166047.5,8166047.5,7392139.0,0.0,339032192.0,2326732.25,3531553.0,3.0006844997406006
2003-02-01,8549523456.0,0.0,0.0,1503664896.0,1361556352.0,46464792.0,0.0,0.0,8172091.5,8172091.5,7397190.0,0.0,339027552.0,2331368.0,3537734.5,3.003422260284424
