ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4908777,727634,468785,326907,46028571,0,0,0,0,0
Valysar,CentralSouth,51456171,9551091,6911080,4819442,678577450,0,0,0,0,0
Valysar,CentralNorth,30631325,5274296,3795396,2646720,372658141,0,0,0,0,0
Valysar,NorthHorst,3700074,492898,229645,141059,27633529,24619636,2275758,1268087,294904044,45120
Valysar,CentralRamp,13747335,1886085,1153965,804718,113304273,0,0,0,0,0
Valysar,CentralHorst,81482137,13297846,9893649,6899337,971426712,0,0,0,0,0
Valysar,EastLowland,288978,55631,12272,8558,1204916,0,0,0,0,0
Therys,WestLowland,2193689,431413,199090,138835,19548022,0,0,0,0,0
Therys,CentralSouth,5653603,1050242,561354,391460,55117621,0,0,0,0,0
Therys,CentralNorth,13900965,3020790,1704067,1188331,167317034,0,0,0,0,0
Therys,NorthHorst,6307983,894698,337776,207479,40645132,17247277,2894923,1843944,428824095,65610
Therys,CentralRamp,6771661,1557713,1162451,810635,114137470,0,0,0,0,0
Therys,CentralHorst,25745007,6528743,5006453,3491251,491568114,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,252999,48404,24554,17123,2410856,0,0,0,0,0
Volon,CentralSouth,19070949,3503753,2334732,1628125,229240067,0,0,0,0,0
Volon,CentralNorth,2311662,324246,145237,101281,14260404,0,0,0,0,0
Volon,NorthHorst,4732443,860754,631754,388055,76019997,2929122,521083,448584,104321933,15961
Volon,CentralRamp,10434511,1902493,1382287,963938,135722469,0,0,0,0,0
Volon,CentralHorst,75219249,13771293,10609467,7398513,1041710593,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
