ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4908777,848995,582586,406267,57202327,0,0,0,0,0
Valysar,CentralSouth,65556256,12754477,9550392,6659967,937723350,0,0,0,0,0
Valysar,CentralNorth,35383127,6115750,4240545,2957144,416365910,0,0,0,0,0
Valysar,NorthHorst,4650101,603008,353098,216891,42488870,24619636,2843806,1980913,460677335,70484
Valysar,CentralRamp,13747335,1856105,1157890,807455,113689606,0,0,0,0,0
Valysar,CentralHorst,85553538,13832688,10099792,7043091,991667204,0,0,0,0,0
Valysar,EastLowland,288978,15869,960,669,94218,0,0,0,0,0
Therys,WestLowland,2193689,377104,170796,119105,16769971,0,0,0,0,0
Therys,CentralSouth,10670842,2356597,1442082,1005636,141593520,0,0,0,0,0
Therys,CentralNorth,19644436,3848145,2258986,1575304,221802815,0,0,0,0,0
Therys,NorthHorst,7946940,1078505,431639,265134,51939807,17247277,2865734,1862525,433145301,66271
Therys,CentralRamp,6771661,1667571,1272151,887135,124908573,0,0,0,0,0
Therys,CentralHorst,28599912,7465827,5762330,4018361,565785243,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,252999,41224,13142,9164,1290326,0,0,0,0,0
Volon,CentralSouth,31935440,5901167,4073196,2840444,399934476,0,0,0,0,0
Volon,CentralNorth,5768048,864719,480330,334958,47162156,0,0,0,0,0
Volon,NorthHorst,5476251,1092172,867953,533141,104442272,2929122,522039,424501,98721128,15104
Volon,CentralRamp,12339515,2234193,1644268,1146631,161445580,0,0,0,0,0
Volon,CentralHorst,79635130,14579455,11322764,7895930,1111747013,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
