ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5298908,823784,532323,371216,52267157
Valysar,CentralSouth,66465966,12368091,9348585,6519236,917908502
Valysar,CentralNorth,38330290,6497288,4864760,3392441,477655666
Valysar,NorthHorst,4332417,646923,356418,218930,42888321
Valysar,CentralRamp,13565902,2032503,1400337,976525,137494768
Valysar,CentralHorst,86954203,14059625,11001493,7671892,1080202403
Valysar,EastLowland,464184,103163,62687,43715,6155043
Therys,WestLowland,2618752,486260,264053,184138,25926564
Therys,CentralSouth,12621861,3038502,1904040,1327782,186951757
Therys,CentralNorth,21290045,3770088,2182935,1522270,214335605
Therys,NorthHorst,5865585,790878,321393,197416,38673739
Therys,CentralRamp,6698510,1591424,1217564,849068,119548781
Therys,CentralHorst,31533081,7874981,6069452,4232533,595940602
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,414337,71005,46245,32249,4540674
Volon,CentralSouth,34632707,6339866,4785006,3336825,469824919
Volon,CentralNorth,7091017,896690,470375,328016,46184640
Volon,NorthHorst,4504550,794422,594363,365088,71520715
Volon,CentralRamp,12460692,2341839,1895714,1321977,186134303
Volon,CentralHorst,82497654,14599569,11503870,8022224,1129529231
Volon,EastLowland,0,0,0,0,0
