ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4926419,733280,505247,352334,49608643,0,0,0,0,0
Valysar,CentralSouth,50828840,9469736,6963909,4856282,683764587,0,0,0,0,0
Valysar,CentralNorth,30419048,5241953,3832705,2672737,376321361,0,0,0,0,0
Valysar,NorthHorst,3231460,426849,210969,129588,25386285,24618365,2266482,1252740,291334927,44574
Valysar,CentralRamp,13746446,1885993,1152810,803912,113190786,0,0,0,0,0
Valysar,CentralHorst,81305452,13275389,9905965,6907925,972635900,0,0,0,0,0
Valysar,EastLowland,291997,53244,18456,12870,1812150,0,0,0,0,0
Therys,WestLowland,2204974,432239,219608,153144,21562647,0,0,0,0,0
Therys,CentralSouth,5507685,1018585,576535,402047,56608211,0,0,0,0,0
Therys,CentralNorth,13622080,2984890,1730123,1206501,169875364,0,0,0,0,0
Therys,NorthHorst,5444980,766409,288888,177450,34762395,17244197,2899032,1840265,427968603,65479
Therys,CentralRamp,6770890,1558309,1161203,809765,114014947,0,0,0,0,0
Therys,CentralHorst,25635342,6504448,5011384,3494689,492052253,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,254401,48743,33176,23135,3257449,0,0,0,0,0
Volon,CentralSouth,18640748,3395470,2436534,1699117,239235703,0,0,0,0,0
Volon,CentralNorth,2233721,308228,148967,103882,14626578,0,0,0,0,0
Volon,NorthHorst,4354673,792009,592074,363682,71245247,2936745,524309,453365,105433716,16131
Volon,CentralRamp,10325180,1880007,1399931,976242,137454908,0,0,0,0,0
Volon,CentralHorst,75027863,13731500,10686183,7452011,1049243113,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
