ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,8388637,1324735,856379,597196,84085158,0,0,0,0,0
Valysar,CentralSouth,50951592,9276916,6908590,4817706,678332973,0,0,0,0,0
Valysar,CentralNorth,33169070,5717477,4176712,2912630,410098373,0,0,0,0,0
Valysar,NorthHorst,3486999,512499,300867,184808,36203842,26449780,2509907,1446600,336418692,51472
Valysar,CentralRamp,14046678,1959747,1240377,864977,121788789,0,0,0,0,0
Valysar,CentralHorst,83843782,13785884,10313885,7192388,1012688321,0,0,0,0,0
Valysar,EastLowland,212016,20203,1602,1117,157278,0,0,0,0,0
Therys,WestLowland,4009647,722801,371187,258847,36445714,0,0,0,0,0
Therys,CentralSouth,4091168,1009039,731780,510307,71851213,0,0,0,0,0
Therys,CentralNorth,14446941,2846224,1615315,1126440,158602791,0,0,0,0,0
Therys,NorthHorst,6962376,955706,382661,235050,46046304,18195181,2962491,1915237,445403873,68147
Therys,CentralRamp,6878221,1541358,1161870,810230,114080378,0,0,0,0,0
Therys,CentralHorst,24760781,6101807,4723159,3293695,463752326,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,692277,123609,86807,60535,8523289,0,0,0,0,0
Volon,CentralSouth,24557937,4547108,3320774,2315742,326056444,0,0,0,0,0
Volon,CentralNorth,2639988,368284,179184,124954,17593517,0,0,0,0,0
Volon,NorthHorst,4138152,765738,590319,362604,71034086,4357720,817766,717333,166821638,25524
Volon,CentralRamp,13090582,2460680,1908723,1331048,187411630,0,0,0,0,0
Volon,CentralHorst,76329117,13942813,10691396,7455646,1049754931,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
