ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,815706,508467,354579,49924785
Valysar,CentralSouth,50835446,10605206,8347097,5820849,819575530
Valysar,CentralNorth,30427750,5055813,3420263,2385121,335824987
Valysar,NorthHorst,3233577,401114,143532,88164,17271391
Valysar,CentralRamp,13747335,2271547,1616258,1127098,158695392
Valysar,CentralHorst,81298016,14329335,11002543,7672625,1080305569
Valysar,EastLowland,288978,52316,15267,10646,1499021
Therys,WestLowland,2193689,393449,189361,132051,18592810
Therys,CentralSouth,5505494,1167631,671343,468161,65917063
Therys,CentralNorth,13614066,2570829,1405411,980064,137992970
Therys,NorthHorst,5444409,775603,298177,183155,35880110
Therys,CentralRamp,6771661,1425149,1050498,732565,103145089
Therys,CentralHorst,25651843,6235389,4822283,3362820,473485032
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,32171,7960,5551,781610
Volon,CentralSouth,18642826,3121638,1977737,1379175,194187841
Volon,CentralNorth,2230093,352123,212263,148021,20841414
Volon,NorthHorst,4359855,826645,601278,369335,72352764
Volon,CentralRamp,10336345,1929807,1409383,982833,138382940
Volon,CentralHorst,75037188,12968272,10105315,7046942,992209498
Volon,EastLowland,0,0,0,0,0
