ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,40892952,7020873,4357415,3038644,427841020,0,0,0,0,0
Valysar,CentralSouth,70887841,14191690,11082427,7728331,1088149047,0,0,0,0,0
Valysar,CentralNorth,38810670,5968732,4135651,2883996,406066695,0,0,0,0,0
Valysar,NorthHorst,3814710,536068,323542,198736,38932307,25881025,3365838,2299899,534860300,81834
Valysar,CentralRamp,13640112,2094784,1486467,1036588,145951581,0,0,0,0,0
Valysar,CentralHorst,88617753,16098346,12723100,8872455,1249241710,0,0,0,0,0
Valysar,EastLowland,603194,95594,42738,29803,4196274,0,0,0,0,0
Therys,WestLowland,13582121,3083778,1707617,1190807,167665639,0,0,0,0,0
Therys,CentralSouth,18794309,4276519,2721221,1897643,267188199,0,0,0,0,0
Therys,CentralNorth,20686051,3966100,2340200,1631938,229776927,0,0,0,0,0
Therys,NorthHorst,6149268,881251,354722,217888,42684329,18650311,3088789,1958024,455354452,69669
Therys,CentralRamp,6653284,1420498,1104966,770548,108493203,0,0,0,0,0
Therys,CentralHorst,28926067,6877203,5411001,3773362,531289364,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,186415,38056,24832,17316,2438148,0,0,0,0,0
Volon,CentralSouth,41163323,7353658,5405289,3769378,530728500,0,0,0,0,0
Volon,CentralNorth,5835163,882637,566407,394984,55613728,0,0,0,0,0
Volon,NorthHorst,4894527,888228,697326,428333,83910363,3794413,734434,670827,156006192,23869
Volon,CentralRamp,13219898,2370917,1785927,1245416,175354576,0,0,0,0,0
Volon,CentralHorst,84453582,14934710,11573313,8070651,1136347676,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
