ENSEMBLE,REAL,well,time,pressure,zone,utm_x,utm_y,measured_depth,true_vertical_depth,is_active,inactive_info,i,j,k,valid_zone,zone_is_active,comment,error,observed
iter-0,0,OP_1,2000-02-01,304.103820801,BelowMidReek,462583.164035645,5934068.83473145,2252.21,1619.2658691406302,True,,27,30,8,True,True,RFT pressure OP_1 before well start up,3,303.5
iter-0,0,WI_2,2000-06-01,281.650421143,BelowMidReek,461937.713031616,5935558.31166016,3352.50958854404,1701.74,True,,28,20,9,True,True,RFT pressure WI_2 before well start up,3,304.05
iter-0,0,OP_4,2001-01-01,271.249267578,BelowTopReek,461288.71902832,5933415.00001465,1816.18619601283,1651.68359375,True,,18,29,1,True,True,RFT pressure OP_4 before well start up,3,273.7
iter-0,0,OP_4,2001-01-01,272.836578369,BelowLowReek,461288.68,5933415.03,1840.0,1675.43,True,,18,29,11,True,True,RFT pressure OP_4 before well start up,3,275.0
iter-0,0,OP_5,2001-01-01,266.673980713,BelowTopReek,462749.43698486296,5932898.49999939,1935.93267441157,1610.8291015625,True,,24,37,1,True,True,RFT pressure OP_5 before well start up,3,268.1
iter-0,1,OP_1,2000-02-01,303.961730957,BelowMidReek,462583.164035645,5934068.83473145,2252.21,1619.2658691406302,True,,27,30,8,True,True,RFT pressure OP_1 before well start up,3,303.5
iter-0,1,WI_2,2000-06-01,254.944213867,BelowMidReek,461937.713031616,5935558.31166016,3352.50958854404,1701.74,True,,28,20,9,True,True,RFT pressure WI_2 before well start up,3,304.05
iter-0,1,OP_4,2001-01-01,281.737060547,BelowTopReek,461288.71902832,5933415.00001465,1816.18619601283,1651.68359375,True,,18,29,1,True,True,RFT pressure OP_4 before well start up,3,273.7
iter-0,1,OP_4,2001-01-01,279.82742309599996,BelowLowReek,461288.68,5933415.03,1840.0,1675.43,True,,18,29,11,True,True,RFT pressure OP_4 before well start up,3,275.0
iter-0,1,OP_5,2001-01-01,275.865631104,BelowTopReek,462749.43698486296,5932898.49999939,1935.93267441157,1610.8291015625,True,,24,37,1,True,True,RFT pressure OP_5 before well start up,3,268.1
iter-0,2,OP_1,2000-02-01,303.926422119,BelowMidReek,462583.164035645,5934068.83473145,2252.21,1619.2658691406302,True,,27,30,8,True,True,RFT pressure OP_1 before well start up,3,303.5
iter-0,2,WI_2,2000-06-01,271.07635498,BelowMidReek,461937.713031616,5935558.31166016,3352.50958854404,1701.74,True,,28,20,9,True,True,RFT pressure WI_2 before well start up,3,304.05
iter-0,2,OP_4,2001-01-01,274.020446777,BelowTopReek,461288.71902832,5933415.00001465,1816.18619601283,1651.68359375,True,,18,29,1,True,True,RFT pressure OP_4 before well start up,3,273.7
iter-0,2,OP_4,2001-01-01,275.183929443,BelowLowReek,461288.68,5933415.03,1840.0,1675.43,True,,18,29,11,True,True,RFT pressure OP_4 before well start up,3,275.0
iter-0,2,OP_5,2001-01-01,269.567687988,BelowTopReek,462749.43698486296,5932898.49999939,1935.93267441157,1610.8291015625,True,,24,37,1,True,True,RFT pressure OP_5 before well start up,3,268.1
iter-0,3,OP_1,2000-02-01,303.901153564,BelowMidReek,462583.164035645,5934068.83473145,2252.21,1619.2658691406302,True,,27,30,8,True,True,RFT pressure OP_1 before well start up,3,303.5
iter-0,3,WI_2,2000-06-01,271.578369141,BelowMidReek,461937.713031616,5935558.31166016,3352.50958854404,1701.74,True,,28,20,9,True,True,RFT pressure WI_2 before well start up,3,304.05
iter-0,3,OP_4,2001-01-01,280.473205566,BelowTopReek,461288.71902832,5933415.00001465,1816.18619601283,1651.68359375,True,,18,29,1,True,True,RFT pressure OP_4 before well start up,3,273.7
iter-0,3,OP_4,2001-01-01,279.112884521,BelowLowReek,461288.68,5933415.03,1840.0,1675.43,True,,18,29,11,True,True,RFT pressure OP_4 before well start up,3,275.0
iter-0,3,OP_5,2001-01-01,276.755249023,BelowTopReek,462749.43698486296,5932898.49999939,1935.93267441157,1610.8291015625,True,,24,37,1,True,True,RFT pressure OP_5 before well start up,3,268.1
iter-0,4,OP_1,2000-02-01,304.491271973,BelowMidReek,462583.164035645,5934068.83473145,2252.21,1619.2658691406302,True,,27,30,8,True,True,RFT pressure OP_1 before well start up,3,303.5
iter-0,4,WI_2,2000-06-01,262.630371094,BelowMidReek,461937.713031616,5935558.31166016,3352.50958854404,1701.74,True,,28,20,9,True,True,RFT pressure WI_2 before well start up,3,304.05
iter-0,4,OP_4,2001-01-01,304.562744141,BelowTopReek,461288.71902832,5933415.00001465,1816.18619601283,1651.68359375,True,,18,29,1,True,True,RFT pressure OP_4 before well start up,3,273.7
iter-0,4,OP_4,2001-01-01,265.760375977,BelowLowReek,461288.68,5933415.03,1840.0,1675.43,True,,18,29,11,True,True,RFT pressure OP_4 before well start up,3,275.0
iter-0,4,OP_5,2001-01-01,282.731292725,BelowTopReek,462749.43698486296,5932898.49999939,1935.93267441157,1610.8291015625,True,,24,37,1,True,True,RFT pressure OP_5 before well start up,3,268.1
iter-0,5,OP_1,2000-02-01,304.099487305,BelowMidReek,462583.164035645,5934068.83473145,2252.21,1619.2658691406302,True,,27,30,8,True,True,RFT pressure OP_1 before well start up,3,303.5
iter-0,5,WI_2,2000-06-01,247.496231079,BelowMidReek,461937.713031616,5935558.31166016,3352.50958854404,1701.74,True,,28,20,9,True,True,RFT pressure WI_2 before well start up,3,304.05
iter-0,5,OP_4,2001-01-01,278.757904053,BelowTopReek,461288.71902832,5933415.00001465,1816.18619601283,1651.68359375,True,,18,29,1,True,True,RFT pressure OP_4 before well start up,3,273.7
