ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,15716957,2214793,1023257,713568,100470426,0,0,0,0,0
Valysar,CentralSouth,62910490,10073230,6758062,4712735,663553075,0,0,0,0,0
Valysar,CentralNorth,37225015,6212321,4455036,3106720,437426172,0,0,0,0,0
Valysar,NorthHorst,6058236,701677,285748,175521,34384555,20935987,2258970,1386178,322367087,49322
Valysar,CentralRamp,13505880,1991021,1377959,960920,135297506,0,0,0,0,0
Valysar,CentralHorst,88815731,14128346,10387150,7243480,1019882004,0,0,0,0,0
Valysar,EastLowland,294917,53932,23044,16069,2262582,0,0,0,0,0
Therys,WestLowland,5577234,1626070,1077405,751329,105787088,0,0,0,0,0
Therys,CentralSouth,11955137,2660162,1772946,1236364,174080063,0,0,0,0,0
Therys,CentralNorth,21406907,4337731,2528366,1763157,248252444,0,0,0,0,0
Therys,NorthHorst,8321557,1225500,522048,320669,62818973,13823320,2389238,1538171,357714278,54730
Therys,CentralRamp,6682318,1354277,1063470,741611,104418856,0,0,0,0,0
Therys,CentralHorst,28965429,7154740,5521987,3850758,542186765,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,32825,4983,470,328,46128,0,0,0,0,0
Volon,CentralSouth,29556856,5078441,3380073,2357094,331878879,0,0,0,0,0
Volon,CentralNorth,7483445,1012039,498888,347899,48984240,0,0,0,0,0
Volon,NorthHorst,5429101,947477,684399,420392,82354872,2068862,370670,314318,73097201,11184
Volon,CentralRamp,12664284,2310266,1818641,1268230,178566741,0,0,0,0,0
Volon,CentralHorst,81301101,13692530,10063297,7017641,988083919,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
