ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4422961,671551,358557,250039,35205560
Valysar,CentralSouth,67470837,12466053,9402682,6556961,923220128
Valysar,CentralNorth,39099996,6596651,4837857,3373680,475014143
Valysar,NorthHorst,4042411,625950,325052,199663,39114032
Valysar,CentralRamp,13930571,2108340,1477301,1030196,145051600
Valysar,CentralHorst,85713796,14145371,11117580,7752845,1091600641
Valysar,EastLowland,1565416,254438,143284,99919,14068601
Therys,WestLowland,1706659,312949,124483,86808,12222598
Therys,CentralSouth,15405769,3581684,2183255,1522493,214367070
Therys,CentralNorth,21890907,4007053,2339471,1631430,229705402
Therys,NorthHorst,5741179,844150,305838,187861,36802062
Therys,CentralRamp,6818219,1643361,1282378,894266,125912714
Therys,CentralHorst,30742655,7768966,6039534,4211669,593003067
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,128151,19380,3960,2761,388816
Volon,CentralSouth,35504320,6578481,4572968,3188960,449005541
Volon,CentralNorth,7381347,1000267,490794,342255,48189527
Volon,NorthHorst,3882267,701749,500900,307678,60274158
Volon,CentralRamp,13048622,2370908,1861930,1298417,182817121
Volon,CentralHorst,82739291,14435187,11019218,7684253,1081942787
Volon,EastLowland,0,0,0,0,0
