ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,5672648,846177,453432,316201,44521045,0,0,0,0,0
Valysar,CentralSouth,68382435,12553583,9303422,6487742,913474112,0,0,0,0,0
Valysar,CentralNorth,39516939,6341912,4552638,3174783,447009411,0,0,0,0,0
Valysar,NorthHorst,4350264,694641,350635,215378,42192510,24119018,2984534,1874784,435996279,66707
Valysar,CentralRamp,13435759,2145791,1509798,1052858,148242394,0,0,0,0,0
Valysar,CentralHorst,85941301,14403277,11192740,7805258,1098980375,0,0,0,0,0
Valysar,EastLowland,1884842,304705,165196,115200,16220121,0,0,0,0,0
Therys,WestLowland,2797084,525841,249275,173832,24475506,0,0,0,0,0
Therys,CentralSouth,14776282,3481018,2087995,1456064,205013771,0,0,0,0,0
Therys,CentralNorth,22627682,4058154,2410888,1681233,236717582,0,0,0,0,0
Therys,NorthHorst,5574585,779535,289332,177722,34815836,18249442,2946153,1877933,436728591,66819
Therys,CentralRamp,6722033,1509850,1133371,790356,111282168,0,0,0,0,0
Therys,CentralHorst,31332713,7864681,6158879,4294895,604721221,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,412569,72059,41478,28924,4072550,0,0,0,0,0
Volon,CentralSouth,33023614,6196352,4449575,3102912,436889966,0,0,0,0,0
Volon,CentralNorth,8323277,1111658,566592,395113,55631908,0,0,0,0,0
Volon,NorthHorst,3744010,650112,452064,277681,54397611,4330913,715952,559054,130012612,19892
Volon,CentralRamp,12444767,2344651,1853228,1292349,181962685,0,0,0,0,0
Volon,CentralHorst,83366773,15053565,12044753,8399410,1182636895,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
