ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5077184,880365,501073,349424,49198833
Valysar,CentralSouth,69887204,13864171,10359535,7224222,1017170530
Valysar,CentralNorth,37206885,6956602,5319365,3709460,522291945
Valysar,NorthHorst,4262215,492290,212675,130636,25591572
Valysar,CentralRamp,13638096,2150954,1519828,1059852,149227149
Valysar,CentralHorst,89838658,15413228,12127261,8456947,1190738108
Valysar,EastLowland,7268632,1010940,406027,283143,39866579
Therys,WestLowland,1857411,272290,107984,75303,10602650
Therys,CentralSouth,14485193,3476709,2314611,1614094,227264444
Therys,CentralNorth,20491364,3923293,2295817,1600988,225419164
Therys,NorthHorst,7963305,1049336,405721,249215,48821138
Therys,CentralRamp,6668401,1566427,1229088,857105,120680357
Therys,CentralHorst,31433093,7554786,5869639,4093193,576321586
Therys,EastLowland,6610,1632,0,0,0
Volon,WestLowland,139328,24029,7463,5205,732796
Volon,CentralSouth,34797774,6485050,4497044,3136014,441550758
Volon,CentralNorth,6199010,959055,584812,407818,57420838
Volon,NorthHorst,5812256,1082105,834345,512497,100398108
Volon,CentralRamp,12880178,2253054,1754849,1223744,172303135
Volon,CentralHorst,83839013,15031428,12156721,8477491,1193630702
Volon,EastLowland,0,0,0,0,0
