ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,11390293,2096178,1246246,869070,122365042,0,0,0,0,0
Valysar,CentralSouth,67844309,12781600,9979859,6959455,979891352,0,0,0,0,0
Valysar,CentralNorth,32928649,6290357,4999149,3486157,490850889,0,0,0,0,0
Valysar,NorthHorst,3605810,522124,255456,156914,30739409,21497162,3389891,2689651,625500338,95702
Valysar,CentralRamp,13523557,2393842,1797519,1253500,176492824,0,0,0,0,0
Valysar,CentralHorst,87677762,15352317,12346281,8609680,1212242952,0,0,0,0,0
Valysar,EastLowland,608717,158741,78991,55085,7755918,0,0,0,0,0
Therys,WestLowland,4331236,715550,330539,230502,32454635,0,0,0,0,0
Therys,CentralSouth,20759550,5046913,3205209,2235153,314709552,0,0,0,0,0
Therys,CentralNorth,20242034,3884705,2295089,1600481,225347688,0,0,0,0,0
Therys,NorthHorst,4251668,662028,243121,149337,29255158,16550991,2881040,1798542,418265580,63995
Therys,CentralRamp,7040310,1668951,1244681,867978,122211369,0,0,0,0,0
Therys,CentralHorst,33244593,8180785,6375688,4446087,626009047,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,809478,127512,65739,45843,6454659,0,0,0,0,0
Volon,CentralSouth,38486557,6719731,4705901,3281660,462057785,0,0,0,0,0
Volon,CentralNorth,6796865,955783,482298,336331,47355363,0,0,0,0,0
Volon,NorthHorst,2302495,438004,309135,189887,37198766,4395081,752370,585493,136161238,20833
Volon,CentralRamp,12102549,2238798,1676958,1169427,164655347,0,0,0,0,0
Volon,CentralHorst,85158012,14483146,10854310,7569254,1065750982,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
