ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,10315623,1792810,1102838,769064,108284241,0,0,0,0,0
Valysar,CentralSouth,58852344,11941662,9614321,6704548,944000311,0,0,0,0,0
Valysar,CentralNorth,42405323,6835564,4487439,3129316,440607744,0,0,0,0,0
Valysar,NorthHorst,5453125,671539,297685,182853,35820958,25600350,3216571,2023608,470606435,72003
Valysar,CentralRamp,13487982,2297383,1676872,1169367,164646835,0,0,0,0,0
Valysar,CentralHorst,83691698,14811742,11604310,8092267,1139391158,0,0,0,0,0
Valysar,EastLowland,9431546,1357183,701207,488987,68849324,0,0,0,0,0
Therys,WestLowland,3010360,876549,602496,420151,59157240,0,0,0,0,0
Therys,CentralSouth,8751700,1840445,1125931,785168,110551681,0,0,0,0,0
Therys,CentralNorth,14791213,2681142,1465460,1021939,143889002,0,0,0,0,0
Therys,NorthHorst,12709951,2015930,898403,551845,108106384,12272359,2239753,1460266,339596743,51958
Therys,CentralRamp,6645190,1415606,1076885,750966,105736042,0,0,0,0,0
Therys,CentralHorst,28861204,7140294,5591202,3899025,548982785,0,0,0,0,0
Therys,EastLowland,220056,75516,45786,31929,4495632,0,0,0,0,0
Volon,WestLowland,2993,142,0,0,0,0,0,0,0,0
Volon,CentralSouth,30544413,5269269,3828758,2669985,375933840,0,0,0,0,0
Volon,CentralNorth,4246853,609476,359151,250454,35263905,0,0,0,0,0
Volon,NorthHorst,4117712,782178,604973,371605,72797446,2295678,457278,417612,97118991,14859
Volon,CentralRamp,10269367,1909233,1423636,992773,139782416,0,0,0,0,0
Volon,CentralHorst,76064424,13014148,10184254,7101990,999960245,0,0,0,0,0
Volon,EastLowland,9284,258,0,0,0,0,0,0,0,0
