ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4926419,827776,542345,378204,53251150,0,0,0,0,0
Valysar,CentralSouth,60366342,12077139,9528197,6644489,935544058,0,0,0,0,0
Valysar,CentralNorth,33489952,5497861,3795592,2646856,372677342,0,0,0,0,0
Valysar,NorthHorst,4026492,504270,210667,129402,25349940,24618365,3058371,1978793,460184375,70408
Valysar,CentralRamp,13746446,2271409,1633574,1139173,160395552,0,0,0,0,0
Valysar,CentralHorst,83973871,14832634,11515763,8030518,1130697025,0,0,0,0,0
Valysar,EastLowland,291997,53917,21206,14788,2082156,0,0,0,0,0
Therys,WestLowland,2204974,392432,207749,144874,20398214,0,0,0,0,0
Therys,CentralSouth,8215681,1752596,1083155,755338,106351649,0,0,0,0,0
Therys,CentralNorth,17559935,3149329,1796815,1253009,176423690,0,0,0,0,0
Therys,NorthHorst,6903266,982791,424813,260942,51118507,17244197,2912622,1896785,441112791,67490
Therys,CentralRamp,6770890,1425947,1067372,744332,104801895,0,0,0,0,0
Therys,CentralHorst,27405046,6664714,5142012,3585783,504878199,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,254401,32800,12900,8996,1266620,0,0,0,0,0
Volon,CentralSouth,26513975,4562674,3298156,2299969,323835672,0,0,0,0,0
Volon,CentralNorth,4040798,593615,364121,253920,35751886,0,0,0,0,0
Volon,NorthHorst,4975972,950482,748654,459861,90086764,2936745,513742,431120,100260440,15340
Volon,CentralRamp,11693521,2205959,1695885,1182626,166513717,0,0,0,0,0
Volon,CentralHorst,77869416,13458296,10637681,7418188,1044480853,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
