ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4926419,646774,384280,267978,37731271,0,0,0,0,0
Valysar,CentralSouth,60366342,10908490,7855051,5477720,771263058,0,0,0,0,0
Valysar,CentralNorth,33489952,6190536,4495327,3134816,441382159,0,0,0,0,0
Valysar,NorthHorst,4026492,579604,317503,195026,38205675,24618365,3501588,2348800,546232575,83574
Valysar,CentralRamp,13746446,2107364,1387485,967563,136232882,0,0,0,0,0
Valysar,CentralHorst,83973871,14377064,11041237,7699607,1084104752,0,0,0,0,0
Valysar,EastLowland,291997,74763,44600,31102,4379144,0,0,0,0,0
Therys,WestLowland,2204974,408714,216411,150915,21248766,0,0,0,0,0
Therys,CentralSouth,8215681,1730513,1039307,724761,102046291,0,0,0,0,0
Therys,CentralNorth,17559935,3200403,1876805,1308790,184277693,0,0,0,0,0
Therys,NorthHorst,6903266,1020228,424915,261004,51130683,17244197,2866181,1836495,427091871,65345
Therys,CentralRamp,6770890,1465289,1130743,788524,111024116,0,0,0,0,0
Therys,CentralHorst,27405046,6972010,5393853,3761403,529605625,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,254401,40236,22636,15785,2222574,0,0,0,0,0
Volon,CentralSouth,26513975,4661522,3326693,2319870,326637674,0,0,0,0,0
Volon,CentralNorth,4040798,611534,376922,262846,37008778,0,0,0,0,0
Volon,NorthHorst,4975972,890953,685592,421125,82498408,2936745,487034,395499,91976601,14072
Volon,CentralRamp,11693521,2242254,1648667,1149698,161877471,0,0,0,0,0
Volon,CentralHorst,77869416,13594454,9921402,6918691,974151644,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
