ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,16795702,2916827,1819777,1269021,178678207,0,0,0,0,0
Valysar,CentralSouth,75962042,14915008,11804870,8232127,1159083538,0,0,0,0,0
Valysar,CentralNorth,26286418,4552227,3188395,2223427,313058586,0,0,0,0,0
Valysar,NorthHorst,2635049,293896,143914,88399,17317355,25773411,3098388,2173834,505542771,77348
Valysar,CentralRamp,14042935,1962350,1268557,884628,124555672,0,0,0,0,0
Valysar,CentralHorst,92846790,15377885,11457282,7989737,1124954959,0,0,0,0,0
Valysar,EastLowland,2048068,215669,64845,45220,6366972,0,0,0,0,0
Therys,WestLowland,5480479,910424,481451,335740,47272154,0,0,0,0,0
Therys,CentralSouth,24897017,5185622,3441433,2399884,337903623,0,0,0,0,0
Therys,CentralNorth,13593083,2662382,1619194,1129145,158983653,0,0,0,0,0
Therys,NorthHorst,7750395,1039813,393604,241771,47363009,15525692,2750719,1764863,410433170,62796
Therys,CentralRamp,6727343,1652774,1264283,881648,124136066,0,0,0,0,0
Therys,CentralHorst,30918771,7760237,5942754,4144180,583500593,0,0,0,0,0
Therys,EastLowland,1192,409,318,222,31194,0,0,0,0,0
Volon,WestLowland,1248579,212749,138381,96500,13587181,0,0,0,0,0
Volon,CentralSouth,54310140,9917580,7320671,5105070,718793942,0,0,0,0,0
Volon,CentralNorth,4998498,780632,524306,365625,51479933,0,0,0,0,0
Volon,NorthHorst,3794754,736052,536326,329438,64536967,3075717,535349,424917,98817933,15119
Volon,CentralRamp,12014747,2140294,1596566,1113366,156761894,0,0,0,0,0
Volon,CentralHorst,84804076,15365715,11847987,8262195,1163317068,0,0,0,0,0
Volon,EastLowland,519384,76111,36052,25141,3539846,0,0,0,0,0
