ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,3921070,488619,229213,159841,22505680
Valysar,CentralSouth,61617412,10959171,7937931,5535517,779400783
Valysar,CentralNorth,31268149,5615200,4203619,2931394,412740316
Valysar,NorthHorst,3982086,514537,258375,158707,31090651
Valysar,CentralRamp,13685100,1963488,1230585,858149,120827358
Valysar,CentralHorst,73343622,12121426,9242252,6445085,907467997
Valysar,EastLowland,235963,33164,7244,5051,711222
Therys,WestLowland,1345785,260470,143905,100352,14129630
Therys,CentralSouth,8558636,2136617,1402050,977720,137662930
Therys,CentralNorth,14880006,3285181,1939327,1352390,190416462
Therys,NorthHorst,9947770,1242080,462124,283860,55608157
Therys,CentralRamp,6430604,1449879,1081960,754505,106234310
Therys,CentralHorst,22969454,6083504,4753875,3315115,466768230
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,68687,12816,6608,4608,648797
Volon,CentralSouth,30964767,5154603,3618204,2523155,355260205
Volon,CentralNorth,4248272,560960,288475,201168,28324491
Volon,NorthHorst,5984756,1060025,779739,478955,93827309
Volon,CentralRamp,11721764,2114874,1595177,1112397,156625517
Volon,CentralHorst,71646271,12689561,9524633,6642003,935194107
Volon,EastLowland,0,0,0,0,0
